,X-Dist,Y-Dist,Speed,Direction,RotSpeed,Collision_Y,Collision_N
2695,0.152731,0.671912,0.546871,0.131684,0.808593,1,0
2696,-0.540322,0.200695,0.51764,0.29168,0.252978,0,1
2697,0.813509,0.903523,0.600141,0.810453,0.603149,0,1
2698,-0.930748,0.5414,0.377781,0.268397,0.165627,0,1
2699,0.079716,0.069149,0.757465,-0.442845,0.293197,1,0
2700,0.834521,0.882665,0.815255,0.059457,0.240238,0,1
2701,0.044043,0.207866,0.924129,-0.028129,-0.774052,0,1
2702,0.006324,0.250957,0.099817,0.272704,0.575925,1,0
2703,0.093921,0.754007,0.619762,0.041674,-0.510412,1,0
2704,0.345428,0.968106,0.651522,0.713018,0.20249,0,1
2705,-0.746829,0.187508,0.487339,-0.870052,0.391932,0,1
2706,0.008037,0.856179,0.608099,-0.708395,0.452872,1,0
2707,0.407801,0.660623,0.934354,0.647323,0.490951,1,0
2708,-0.416447,0.675632,0.980533,0.672855,0.304228,0,1
2709,0.477189,0.442408,0.527792,0.395075,0.622087,0,1
2710,-0.322282,0.809289,0.370878,0.796212,0.417153,0,1
2711,0.894153,0.702616,0.416141,-0.293918,0.121265,0,1
2712,-0.402677,0.020141,0.529097,-0.329587,-0.166698,0,1
2713,0.023178,0.765461,0.059084,-0.328372,0.035888,1,0
2714,0.778514,0.494893,0.826833,-0.496218,-0.50966,0,1
2715,0.003547,0.894465,0.535031,-0.533624,0.416931,1,0
2716,-0.028536,0.087037,0.948929,0.031612,0.392113,1,0
2717,0.063057,0.385897,0.039885,0.834978,0.547572,1,0
2718,0.030816,0.972328,0.278931,-0.0331,-0.526399,1,0
2719,-0.190026,0.048139,0.692644,-0.332982,0.756794,1,0
2720,0.161244,0.814528,0.17136,-0.947876,0.109381,1,0
2721,0.681693,0.758088,0.038768,-0.534433,-0.674459,0,1
2722,0.284675,0.240681,0.896966,-0.77906,0.948632,0,1
2723,-0.265593,0.856357,0.491145,0.012941,-0.271391,1,0
2724,0.194109,0.928642,0.792915,0.89621,-0.392598,0,1
2725,0.617171,0.966864,0.863898,0.074901,-0.269799,0,1
2726,-0.073869,0.063353,0.75323,0.645405,-0.382208,1,0
2727,0.480787,0.132008,0.411316,-0.447598,0.20009,0,1
2728,-0.188723,0.548368,0.9491,-0.06954,-0.961533,1,0
2729,-0.900962,0.524946,0.856865,-0.768728,-0.934958,0,1
2730,-0.751735,0.556505,0.326888,0.95155,-0.419535,0,1
2731,0.097948,0.082307,0.419771,0.785752,-0.12495,1,0
2732,-0.070202,0.908502,0.333315,0.23822,-0.715033,1,0
2733,0.182984,0.458307,0.14608,0.950691,-0.049478,1,0
2734,-0.068104,0.480416,0.720089,0.559809,0.84239,1,0
2735,0.104695,0.633764,0.893322,0.013719,-0.778634,1,0
2736,0.716787,0.514357,0.754852,0.78865,0.089303,0,1
2737,-0.072881,0.939007,0.960125,-0.094555,-0.499254,1,0
2738,-0.243061,0.83665,0.961201,0.227996,-0.871997,1,0
2739,0.281784,0.747101,0.850013,0.890635,0.509598,1,0
2740,-0.075,0.491935,0.564202,-0.733227,0.658693,1,0
2741,-0.00761,0.133198,0.264098,0.841715,-0.363238,1,0
2742,0.002938,0.705212,0.647684,0.279793,-0.676546,1,0
2743,0.671996,0.51375,0.583803,0.358865,-0.489194,0,1
2744,-0.087248,0.81191,0.573638,-0.697118,0.776957,1,0
2745,-0.464131,0.648531,0.200968,0.022407,-0.808765,0,1
2746,0.996433,0.736648,0.943562,-0.035708,-0.176767,0,1
2747,-0.991902,0.400381,0.350297,0.888372,0.433918,0,1
2748,-0.240366,0.055122,0.897178,0.434117,-0.946225,1,0
2749,-0.095202,0.18075,0.982414,-0.468898,-0.090281,1,0
2750,-0.102497,0.819158,0.804242,-0.457497,0.693482,1,0
2751,0.200088,0.055318,0.841498,-0.472712,0.598113,0,1
2752,-0.78471,0.057898,0.298952,-0.136519,0.336296,0,1
2753,-0.058933,0.231262,0.923867,-0.260303,-0.978002,1,0
2754,0.438785,0.140196,0.667082,0.956138,-0.058749,1,0
2755,-0.323324,0.024621,0.214099,-0.690094,0.633838,0,1
2756,0.347835,0.743148,0.664762,-0.681559,-0.817636,0,1
2757,-0.230292,0.101402,0.575923,0.364463,-0.584769,1,0
2758,-0.183475,0.367329,0.381774,-0.234395,-0.043994,1,0
2759,-0.189615,0.649354,0.57511,0.654958,0.952766,0,1
2760,-0.088309,0.221332,0.021643,-0.575702,-0.001147,1,0
2761,0.166251,0.171395,0.311408,0.57348,0.299552,1,0
2762,-0.272416,0.236252,0.759685,0.235593,0.057439,0,1
2763,0.079551,0.802914,0.110104,0.340177,0.35383,1,0
2764,0.334502,0.631146,0.460895,0.645399,0.300476,1,0
2765,0.043604,0.025368,0.827829,0.782297,0.945532,1,0
2766,0.432842,0.615062,0.133788,-0.472618,0.368704,0,1
2767,0.480902,0.621208,0.58847,0.073503,0.541581,0,1
2768,0.495145,0.936685,0.432274,0.532245,-0.737769,0,1
2769,0.085618,0.717196,0.173876,0.474504,0.834907,1,0
2770,0.026736,0.069372,0.093526,-0.333756,-0.526542,1,0
2771,-0.247091,0.044454,0.980541,0.252843,-0.207285,1,0
